,_filename_0,left_eye_x,left_eye_y,right_eye_x,right_eye_y,mouth_x,mouth_y,left_ear1_x,left_ear1_y,left_ear2_x,left_ear2_y,left_ear3_x,left_ear3_y,right_ear1_x,right_ear1_y,right_ear2_x,right_ear2_y,right_ear3_x,right_ear3_y
0,00000001_000.jpg,0.4666666666666667,0.32,0.6373333333333333,0.324,0.5306666666666666,0.398,0.3973333333333333,0.242,0.36533333333333334,0.156,0.44266666666666665,0.186,0.7493333333333333,0.202,0.832,0.192,0.7893333333333333,0.266
1,00000001_008.jpg,0.636,0.592,0.68,0.5973333333333334,0.654,0.6346666666666667,0.602,0.5306666666666666,0.608,0.48533333333333334,0.642,0.5226666666666666,0.682,0.5253333333333333,0.718,0.488,0.722,0.5413333333333333
2,00000001_011.jpg,0.334,0.4613333333333333,0.484,0.49333333333333335,0.382,0.6586666666666666,0.224,0.28,0.236,0.0,0.342,0.19733333333333333,0.54,0.24,0.706,0.09333333333333334,0.664,0.392
3,00000001_012.jpg,0.23,0.3663663663663664,0.358,0.3633633633633634,0.266,0.5075075075075075,0.19,0.21021021021021022,0.186,0.05105105105105105,0.262,0.13813813813813813,0.466,0.11711711711711711,0.562,0.02702702702702703,0.448,0.2072072072072072
4,00000001_016.jpg,0.3662109375,0.38619676945668135,0.42578125,0.38179148311306904,0.3994140625,0.434654919236417,0.32421875,0.33186490455212925,0.3115234375,0.2305433186490455,0.3544921875,0.27312775330396477,0.4287109375,0.26284875183553597,0.4609375,0.2143906020558003,0.4638671875,0.315712187958884
5,00000001_017.jpg,0.400390625,0.5510688836104513,0.4990234375,0.4085510688836104,0.5546875,0.5866983372921615,0.216796875,0.5617577197149644,0.1103515625,0.43942992874109266,0.28125,0.42636579572446553,0.37109375,0.29691211401425177,0.3291015625,0.08907363420427554,0.46484375,0.2375296912114014
6,00000001_020.jpg,0.45,0.3333333333333333,0.674,0.37066666666666664,0.5,0.5333333333333333,0.372,0.248,0.338,0.032,0.474,0.16,0.72,0.21066666666666667,0.924,0.136,0.822,0.33066666666666666
7,00000001_024.jpg,0.556,0.3633633633633634,0.694,0.3633633633633634,0.634,0.5375375375375375,0.456,0.23723723723723725,0.44,0.036036036036036036,0.564,0.1831831831831832,0.678,0.18018018018018017,0.794,0.04804804804804805,0.774,0.22822822822822822
8,00000001_027.jpg,0.458,0.4264264264264264,0.546,0.44144144144144143,0.494,0.5135135135135135,0.42,0.32732732732732733,0.394,0.2552552552552553,0.46,0.29429429429429427,0.582,0.30930930930930933,0.654,0.24024024024024024,0.602,0.3483483483483483
9,00000001_029.jpg,0.754,0.2769607843137255,0.884,0.27450980392156865,0.822,0.40441176470588236,0.686,0.1715686274509804,0.654,0.012254901960784314,0.756,0.09803921568627451,0.87,0.09803921568627451,0.938,0.01715686274509804,0.946,0.1715686274509804
